Date,Hour,Count,Count_B2,Temp_B2,Hum_B2,Weekday
2018-02-01,21,257,344,-1.8,32,Thu
2018-02-01,22,235,263,-2.4,36,Thu
2018-02-01,23,143,257,-3.2,47,Thu
2018-02-02,0,138,235,-3.9,52,Fri
2018-02-02,1,159,143,-4.5,55,Fri
2018-02-02,2,102,138,-4.9,56,Fri
2018-02-02,3,65,159,-5.2,56,Fri
2018-02-02,4,47,102,-5.7,59,Fri
2018-02-02,5,48,65,-6.3,63,Fri
2018-02-02,6,115,47,-6.7,65,Fri
2018-02-02,7,267,48,-6.8,61,Fri
2018-02-02,8,558,115,-7,62,Fri
2018-02-02,9,280,267,-7.4,62,Fri
2018-02-02,10,187,558,-7.4,58,Fri
2018-02-02,11,234,280,-6.5,54,Fri
2018-02-02,12,303,187,-4.1,43,Fri
2018-02-02,13,294,234,-1.4,37,Fri
2018-02-02,14,293,303,0.9,37,Fri
2018-02-02,15,310,294,1.6,29,Fri
2018-02-02,16,330,293,3.2,26,Fri
2018-02-02,17,382,310,3.6,26,Fri
2018-02-02,18,592,330,2.9,26,Fri
2018-02-02,19,379,382,2,25,Fri
2018-02-02,20,241,592,0.5,37,Fri
2018-02-02,21,225,379,-0.5,43,Fri
2018-02-02,22,227,241,-1.3,51,Fri
2018-02-02,23,178,225,-2,61,Fri
2018-02-03,0,182,227,-2.4,63,Sat
2018-02-03,1,184,178,-2.6,69,Sat
2018-02-03,2,123,182,-2.5,69,Sat
2018-02-03,3,60,184,-2.3,71,Sat
2018-02-03,4,35,123,-3.4,82,Sat
2018-02-03,5,31,60,-4.4,80,Sat
2018-02-03,6,33,35,-5.6,74,Sat
2018-02-03,7,67,31,-6.3,65,Sat
2018-02-03,8,116,33,-7.8,57,Sat
2018-02-03,9,168,67,-8.8,58,Sat
2018-02-03,10,144,116,-9.5,56,Sat
2018-02-03,11,195,168,-9.4,47,Sat
2018-02-03,12,192,144,-8.5,43,Sat
2018-02-03,13,229,195,-7.7,41,Sat
2018-02-03,14,196,192,-6,38,Sat
2018-02-03,15,210,229,-5.8,38,Sat
2018-02-03,16,205,196,-5,31,Sat
2018-02-03,17,211,210,-4.5,31,Sat
2018-02-03,18,175,205,-4.2,31,Sat
2018-02-03,19,135,211,-5.6,32,Sat
2018-02-03,20,109,175,-6.6,36,Sat
2018-02-03,21,107,135,-7.6,32,Sat
2018-02-03,22,92,109,-8.5,31,Sat
2018-02-03,23,91,107,-9.1,38,Sat
2018-02-04,0,98,92,-9.7,45,Sun
2018-02-04,1,90,91,-10,48,Sun
2018-02-04,2,60,98,-10.4,49,Sun
2018-02-04,3,54,90,-10.5,48,Sun
2018-02-04,4,35,60,-10.5,49,Sun
2018-02-04,5,21,54,-10.6,47,Sun
2018-02-04,6,23,35,-11.2,47,Sun
2018-02-04,7,34,21,-11.5,51,Sun
2018-02-04,8,70,23,-11.8,54,Sun
2018-02-04,9,97,34,-12.4,54,Sun
2018-02-04,10,103,70,-12.8,56,Sun
2018-02-04,11,115,97,-12.4,51,Sun
2018-02-04,12,165,103,-11.2,43,Sun
2018-02-04,13,152,115,-9.7,37,Sun
2018-02-04,14,177,165,-8.3,32,Sun
2018-02-04,15,190,152,-8.3,34,Sun
2018-02-04,16,181,177,-7.4,33,Sun
2018-02-04,17,184,190,-6.4,30,Sun
2018-02-04,18,154,181,-5.4,29,Sun
2018-02-04,19,124,184,-5.9,27,Sun
2018-02-04,20,98,154,-7,26,Sun
2018-02-04,21,107,124,-7.7,31,Sun
2018-02-04,22,78,98,-8.2,28,Sun
2018-02-04,23,77,107,-8.9,35,Sun
2018-02-05,0,82,78,-9.7,45,Mon
2018-02-05,1,52,77,-10.3,48,Mon
2018-02-05,2,39,82,-10.5,52,Mon
2018-02-05,3,33,52,-11.2,54,Mon
2018-02-05,4,20,39,-11.2,55,Mon
2018-02-05,5,37,33,-11.3,54,Mon
2018-02-05,6,110,20,-11.7,51,Mon
2018-02-05,7,227,37,-11.6,45,Mon
2018-02-05,8,433,110,-11.5,40,Mon
2018-02-05,9,216,227,-11.6,44,Mon
2018-02-05,10,123,433,-11.5,40,Mon
2018-02-05,11,156,216,-11.1,38,Mon
2018-02-05,12,157,123,-9.6,32,Mon
2018-02-05,13,169,156,-8.5,27,Mon
2018-02-05,14,170,157,-7.8,28,Mon
2018-02-05,15,169,169,-7,25,Mon
2018-02-05,16,199,170,-6.4,24,Mon
2018-02-05,17,225,169,-5.7,25,Mon
2018-02-05,18,388,199,-5.4,25,Mon
2018-02-05,19,246,225,-6.4,28,Mon
2018-02-05,20,206,388,-7.6,29,Mon
2018-02-05,21,177,246,-8.3,29,Mon
2018-02-05,22,183,206,-9.1,35,Mon
2018-02-05,23,115,177,-9.8,41,Mon
2018-02-06,0,126,183,-10.3,43,Tue
2018-02-06,1,87,115,-10.5,47,Tue
2018-02-06,2,59,126,-10.6,47,Tue
2018-02-06,3,36,87,-10.9,36,Tue
2018-02-06,4,32,59,-11.2,36,Tue
2018-02-06,5,40,36,-11.6,35,Tue
2018-02-06,6,94,32,-12,36,Tue
2018-02-06,7,213,40,-12.3,37,Tue
2018-02-06,8,438,94,-12.5,40,Tue
2018-02-06,9,217,213,-12.7,41,Tue
2018-02-06,10,128,438,-12.7,41,Tue
2018-02-06,11,175,217,-12.3,39,Tue
2018-02-06,12,172,128,-11.3,35,Tue
2018-02-06,13,165,175,-9.9,32,Tue
2018-02-06,14,147,172,-8.2,31,Tue
2018-02-06,15,171,165,-7.5,28,Tue
2018-02-06,16,175,147,-7,26,Tue
2018-02-06,17,227,171,-5.9,25,Tue
2018-02-06,18,392,175,-5.9,24,Tue
2018-02-06,19,251,227,-6.6,29,Tue
2018-02-06,20,193,392,-7.6,36,Tue
2018-02-06,21,175,251,-8.4,37,Tue
2018-02-06,22,169,193,-9.6,34,Tue
2018-02-06,23,106,175,-10.6,39,Tue
2018-02-07,0,116,169,-11.1,43,Wed
2018-02-07,1,96,106,-11.8,46,Wed
2018-02-07,2,83,116,-12.3,47,Wed
2018-02-07,3,51,96,-12.3,47,Wed
2018-02-07,4,34,83,-12.5,50,Wed
2018-02-07,5,45,51,-12.5,49,Wed
2018-02-07,6,92,34,-13.1,54,Wed
2018-02-07,7,214,45,-13,53,Wed
2018-02-07,8,469,92,-13.2,50,Wed
2018-02-07,9,237,214,-13.2,56,Wed
2018-02-07,10,155,469,-13.3,60,Wed
2018-02-07,11,176,237,-12,50,Wed
2018-02-07,12,188,155,-9.6,39,Wed
2018-02-07,13,228,176,-7,28,Wed
2018-02-07,14,199,188,-6,24,Wed
2018-02-07,15,221,228,-4.5,23,Wed
2018-02-07,16,240,199,-3.5,20,Wed
2018-02-07,17,320,221,-2.1,20,Wed
2018-02-07,18,448,240,-1.7,18,Wed
2018-02-07,19,280,320,-2.3,20,Wed
2018-02-07,20,218,448,-4,27,Wed
2018-02-07,21,223,280,-5.2,33,Wed
2018-02-07,22,200,218,-5.8,44,Wed
2018-02-07,23,164,223,-6.3,48,Wed
2018-02-08,0,136,200,-6.8,50,Thu
2018-02-08,1,126,164,-7.6,50,Thu
2018-02-08,2,103,136,-8.2,50,Thu
2018-02-08,3,57,126,-8.5,60,Thu
2018-02-08,4,46,103,-8.3,65,Thu
2018-02-08,5,39,57,-8.6,64,Thu
2018-02-08,6,99,46,-9,54,Thu
2018-02-08,7,255,39,-9,56,Thu
2018-02-08,8,507,99,-9.3,61,Thu
2018-02-08,9,270,255,-9.6,67,Thu
2018-02-08,10,160,507,-9.7,65,Thu
2018-02-08,11,217,270,-8.5,55,Thu
2018-02-08,12,253,160,-6.3,46,Thu
2018-02-08,13,270,217,-3.1,39,Thu
2018-02-08,14,253,253,-1.5,35,Thu
2018-02-08,15,286,270,0.3,30,Thu
2018-02-08,16,284,253,0.9,25,Thu
2018-02-08,17,337,286,1.4,25,Thu
2018-02-08,18,564,284,2,25,Thu
2018-02-08,19,378,337,1.5,24,Thu
2018-02-08,20,277,564,-0.5,26,Thu
2018-02-08,21,268,378,-1.8,35,Thu
2018-02-08,22,233,277,-2.8,40,Thu
2018-02-08,23,195,268,-3.3,42,Thu
2018-02-09,0,178,233,-3.9,41,Fri
2018-02-09,1,159,195,-4.3,44,Fri
2018-02-09,2,107,178,-4.6,38,Fri
2018-02-09,3,78,159,-4.8,44,Fri
2018-02-09,4,46,107,-5.1,47,Fri
2018-02-09,5,36,78,-5.2,48,Fri
2018-02-09,6,117,46,-4.4,47,Fri
2018-02-09,7,273,36,-4.2,44,Fri
2018-02-09,8,589,117,-4,41,Fri
2018-02-09,9,308,273,-3.6,42,Fri
2018-02-09,10,199,589,-3.3,39,Fri
2018-02-09,11,238,308,-2.4,36,Fri
2018-02-09,12,260,199,-1.3,34,Fri
2018-02-09,13,268,238,-0.2,31,Fri
2018-02-09,14,283,260,1.6,28,Fri
2018-02-09,15,315,268,2.6,27,Fri
2018-02-09,16,319,283,4,25,Fri
2018-02-09,17,422,315,5,24,Fri
2018-02-09,18,659,319,6,28,Fri
2018-02-09,19,407,422,4.8,38,Fri
2018-02-09,20,308,659,4.1,40,Fri
2018-02-09,21,243,407,3.3,58,Fri
2018-02-09,22,263,308,3,61,Fri
2018-02-09,23,193,243,2.9,63,Fri
2018-02-10,0,197,263,2.5,66,Sat
2018-02-10,1,237,193,2,70,Sat
2018-02-10,2,169,197,1.5,71,Sat
2018-02-10,3,145,237,1.7,71,Sat
2018-02-10,4,79,169,1.9,71,Sat
2018-02-10,5,41,145,2,71,Sat
2018-02-10,6,48,79,1.9,74,Sat
2018-02-10,7,97,41,1.8,75,Sat
2018-02-10,8,188,48,1.6,78,Sat
2018-02-10,9,222,97,1.6,81,Sat
2018-02-10,10,223,188,1.6,82,Sat
2018-02-10,11,235,222,1.6,78,Sat
2018-02-10,12,248,223,1.8,73,Sat
2018-02-10,13,296,235,2.6,62,Sat
2018-02-10,14,286,248,2.9,53,Sat
2018-02-10,15,277,296,2.8,31,Sat
2018-02-10,16,291,286,2.2,24,Sat
2018-02-10,17,277,277,2,20,Sat
2018-02-10,18,216,291,0.3,17,Sat
2018-02-10,19,151,277,-0.9,19,Sat
2018-02-10,20,132,216,-2,15,Sat
2018-02-10,21,124,151,-3.1,14,Sat
2018-02-10,22,128,132,-4.4,19,Sat
2018-02-10,23,118,124,-5.6,28,Sat
2018-02-11,0,112,128,-6.2,32,Sun
2018-02-11,1,95,118,-6.7,35,Sun
2018-02-11,2,93,112,-6.9,36,Sun
2018-02-11,3,58,95,-7,38,Sun
2018-02-11,4,34,93,-7,42,Sun
2018-02-11,5,19,58,-7.2,43,Sun
2018-02-11,6,39,34,-7.5,42,Sun
2018-02-11,7,40,19,-7.8,39,Sun
2018-02-11,8,81,39,-8.4,33,Sun
2018-02-11,9,126,40,-9.2,34,Sun
2018-02-11,10,130,81,-9.4,29,Sun
2018-02-11,11,155,126,-8.6,28,Sun
2018-02-11,12,174,130,-6.9,21,Sun
2018-02-11,13,212,155,-5,25,Sun
2018-02-11,14,191,174,-3.9,28,Sun
2018-02-11,15,181,212,-2.4,28,Sun
2018-02-11,16,175,191,-2.2,29,Sun
2018-02-11,17,198,181,-2.6,31,Sun
2018-02-11,18,150,175,-3.6,36,Sun
2018-02-11,19,147,198,-4.2,47,Sun
2018-02-11,20,127,150,-4.6,56,Sun
2018-02-11,21,119,147,-5.2,66,Sun
2018-02-11,22,103,127,-5.7,67,Sun
2018-02-11,23,91,119,-5.6,69,Sun
2018-02-12,0,103,103,-5.8,57,Mon
2018-02-12,1,69,91,-7,49,Mon
2018-02-12,2,45,103,-7.7,52,Mon
2018-02-12,3,21,69,-7.9,52,Mon
2018-02-12,4,33,45,-8.3,49,Mon
2018-02-12,5,30,21,-8.5,35,Mon
2018-02-12,6,109,33,-8.6,31,Mon
2018-02-12,7,236,30,-9.2,37,Mon
2018-02-12,8,517,109,-9.5,36,Mon
2018-02-12,9,262,236,-9.5,35,Mon
2018-02-12,10,161,517,-9.1,33,Mon
2018-02-12,11,190,262,-8.4,28,Mon
2018-02-12,12,202,161,-6.7,23,Mon
2018-02-12,13,246,190,-6.1,25,Mon
2018-02-12,14,182,202,-4.6,32,Mon
2018-02-12,15,228,246,-2.7,29,Mon
2018-02-12,16,239,182,-2.4,30,Mon
2018-02-12,17,288,228,-2.1,30,Mon
2018-02-12,18,475,239,-2.4,33,Mon
2018-02-12,19,340,288,-3.1,36,Mon
2018-02-12,20,244,475,-4.4,46,Mon
2018-02-12,21,253,340,-4.9,52,Mon
2018-02-12,22,200,244,-4.7,55,Mon
2018-02-12,23,140,253,-4.3,59,Mon
2018-02-13,0,158,200,-4.2,57,Tue
2018-02-13,1,146,140,-4.4,58,Tue
2018-02-13,2,106,158,-5,60,Tue
2018-02-13,3,70,146,-5.5,60,Tue
2018-02-13,4,46,106,-6,58,Tue
2018-02-13,5,51,70,-6.2,61,Tue
2018-02-13,6,96,46,-6.4,62,Tue
2018-02-13,7,294,51,-6.7,64,Tue
2018-02-13,8,568,96,-7.1,70,Tue
2018-02-13,9,285,294,-7.2,70,Tue
2018-02-13,10,200,568,-7.1,68,Tue
2018-02-13,11,252,285,-5.9,52,Tue
2018-02-13,12,281,200,-2.4,41,Tue
2018-02-13,13,256,252,-0.3,40,Tue
2018-02-13,14,300,281,1,41,Tue
2018-02-13,15,295,256,2.6,40,Tue
2018-02-13,16,328,300,3.7,39,Tue
2018-02-13,17,410,295,3.7,40,Tue
2018-02-13,18,604,328,3.9,41,Tue
2018-02-13,19,406,410,3.5,46,Tue
2018-02-13,20,323,604,3.1,50,Tue
2018-02-13,21,290,406,2.4,57,Tue
2018-02-13,22,291,323,2.3,59,Tue
2018-02-13,23,211,290,2.6,57,Tue
2018-02-14,0,178,291,2.6,57,Wed
2018-02-14,1,213,211,2.4,59,Wed
2018-02-14,2,129,178,2,65,Wed
2018-02-14,3,101,213,1.3,67,Wed
2018-02-14,4,51,129,1.2,64,Wed
2018-02-14,5,56,101,1.1,65,Wed
2018-02-14,6,108,51,1.1,67,Wed
2018-02-14,7,292,56,1,68,Wed
2018-02-14,8,606,108,1.1,66,Wed
2018-02-14,9,326,292,1.3,66,Wed
2018-02-14,10,241,606,2.1,65,Wed
2018-02-14,11,288,326,3.9,64,Wed
2018-02-14,12,312,241,5.2,65,Wed
2018-02-14,13,349,288,6.3,67,Wed
2018-02-14,14,398,312,6.9,67,Wed
2018-02-14,15,461,349,7.2,65,Wed
2018-02-14,16,447,398,7.8,57,Wed
2018-02-14,17,484,461,8.7,48,Wed
2018-02-14,18,559,447,8,36,Wed
2018-02-14,19,316,484,6.6,34,Wed
2018-02-14,20,262,559,5.1,34,Wed
2018-02-14,21,216,316,3.9,37,Wed
2018-02-14,22,218,262,2.8,29,Wed
2018-02-14,23,160,216,1.7,27,Wed
2018-02-15,0,126,218,0.3,33,Thu
2018-02-15,1,123,160,-0.3,35,Thu
2018-02-15,2,112,126,-0.7,37,Thu
2018-02-15,3,74,123,-1.1,38,Thu
2018-02-15,4,58,112,-1.2,35,Thu
2018-02-15,5,32,74,-1.4,34,Thu
2018-02-15,6,39,58,-1.9,34,Thu
2018-02-15,7,55,32,-2.4,33,Thu
2018-02-15,8,112,39,-2.6,38,Thu
2018-02-15,9,112,55,-3,40,Thu
2018-02-15,10,127,112,-3,38,Thu
2018-02-15,11,170,112,-3.5,30,Thu
2018-02-15,12,174,127,-1.6,26,Thu
2018-02-15,13,240,170,0.1,22,Thu
2018-02-15,14,270,174,1.7,20,Thu
2018-02-15,15,276,240,2.2,18,Thu
2018-02-15,16,273,270,2.9,14,Thu
2018-02-15,17,236,276,3.8,17,Thu
2018-02-15,18,190,273,3.2,16,Thu
2018-02-15,19,166,236,2.4,17,Thu
2018-02-15,20,148,190,1.1,18,Thu
2018-02-15,21,134,166,0.1,21,Thu
2018-02-15,22,145,148,-0.4,27,Thu
2018-02-15,23,92,134,-1.1,32,Thu
2018-02-16,0,105,145,-1.9,30,Fri
2018-02-16,1,77,92,-2.5,31,Fri
2018-02-16,2,47,105,-3.3,35,Fri
2018-02-16,3,36,77,-3.6,35,Fri
2018-02-16,4,35,47,-4.1,38,Fri
2018-02-16,5,28,36,-4.4,37,Fri
2018-02-16,6,30,35,-4.5,42,Fri
2018-02-16,7,49,28,-5,44,Fri
2018-02-16,8,68,30,-5.2,42,Fri
2018-02-16,9,48,49,-5.4,41,Fri
2018-02-16,10,78,68,-5.4,38,Fri
2018-02-16,11,93,48,-4.3,33,Fri
2018-02-16,12,137,78,-1.3,32,Fri
2018-02-16,13,169,93,1,25,Fri
2018-02-16,14,196,137,2.2,19,Fri
2018-02-16,15,243,169,3.5,17,Fri
2018-02-16,16,189,196,4.2,18,Fri
2018-02-16,17,210,243,4,26,Fri
2018-02-16,18,165,189,3.3,38,Fri
2018-02-16,19,126,210,2.5,48,Fri
2018-02-16,20,150,165,1.4,56,Fri
2018-02-16,21,114,126,0.6,59,Fri
2018-02-16,22,116,150,0.2,61,Fri
2018-02-16,23,84,114,0.1,67,Fri
2018-02-17,0,79,116,-0.6,70,Sat
2018-02-17,1,71,84,-2,51,Sat
2018-02-17,2,56,79,-2.7,41,Sat
2018-02-17,3,34,71,-3.1,36,Sat
2018-02-17,4,20,56,-3.8,30,Sat
2018-02-17,5,14,34,-4.5,28,Sat
2018-02-17,6,39,20,-5.2,28,Sat
2018-02-17,7,35,14,-5.7,31,Sat
2018-02-17,8,80,39,-6.2,32,Sat
2018-02-17,9,98,35,-6.8,32,Sat
2018-02-17,10,103,80,-7.1,30,Sat
2018-02-17,11,155,98,-6.5,26,Sat
2018-02-17,12,183,103,-4.3,21,Sat
2018-02-17,13,193,155,-2.8,19,Sat
2018-02-17,14,258,183,-1.3,17,Sat
2018-02-17,15,273,193,-0.4,15,Sat
2018-02-17,16,267,258,-0.1,15,Sat
2018-02-17,17,250,273,1,14,Sat
2018-02-17,18,223,267,1.3,15,Sat
2018-02-17,19,169,250,0.6,17,Sat
2018-02-17,20,145,223,-0.3,17,Sat
2018-02-17,21,133,169,-1.5,32,Sat
2018-02-17,22,123,145,-2.1,38,Sat
2018-02-17,23,117,133,-2.3,38,Sat
2018-02-18,0,99,123,-2.7,42,Sun
2018-02-18,1,103,117,-2.9,31,Sun
2018-02-18,2,86,99,-3.6,33,Sun
2018-02-18,3,56,103,-4.4,33,Sun
2018-02-18,4,37,86,-4.7,33,Sun
2018-02-18,5,22,56,-4.5,26,Sun
2018-02-18,6,38,37,-4.1,27,Sun
2018-02-18,7,52,22,-4,28,Sun
2018-02-18,8,92,38,-4.1,30,Sun
2018-02-18,9,137,52,-4.6,31,Sun
2018-02-18,10,156,92,-4.8,31,Sun
2018-02-18,11,183,137,-4.1,30,Sun
2018-02-18,12,263,156,-1.8,23,Sun
2018-02-18,13,337,183,0,20,Sun
2018-02-18,14,372,263,2.2,17,Sun
2018-02-18,15,440,337,3.7,17,Sun
2018-02-18,16,404,372,4.1,17,Sun
2018-02-18,17,354,440,5,16,Sun
2018-02-18,18,310,404,5.1,16,Sun
2018-02-18,19,238,354,4.2,17,Sun
2018-02-18,20,213,310,2.8,25,Sun
2018-02-18,21,226,238,1.5,30,Sun
2018-02-18,22,191,213,0.6,33,Sun
2018-02-18,23,153,226,0.2,32,Sun
2018-02-19,0,148,191,-0.3,34,Mon
2018-02-19,1,101,153,-0.7,37,Mon
2018-02-19,2,59,148,-1.1,39,Mon
2018-02-19,3,42,101,-1.4,42,Mon
2018-02-19,4,50,59,-1.4,41,Mon
2018-02-19,5,59,42,-1.4,41,Mon
2018-02-19,6,139,50,-1.9,44,Mon
2018-02-19,7,349,59,-1.8,44,Mon
2018-02-19,8,646,139,-1.4,46,Mon
2018-02-19,9,347,349,-0.9,45,Mon
2018-02-19,10,235,646,-1.2,51,Mon
2018-02-19,11,314,347,-0.6,43,Mon
2018-02-19,12,361,235,2.6,45,Mon
2018-02-19,13,332,314,4.3,44,Mon
2018-02-19,14,373,361,4.7,43,Mon
2018-02-19,15,392,332,5.1,41,Mon
2018-02-19,16,403,373,5.6,38,Mon
2018-02-19,17,522,392,6.3,35,Mon
2018-02-19,18,819,403,6.3,35,Mon
2018-02-19,19,533,522,5.7,36,Mon
2018-02-19,20,417,819,4.7,43,Mon
2018-02-19,21,388,533,3.6,55,Mon
2018-02-19,22,357,417,2.4,60,Mon
2018-02-19,23,218,388,1.8,63,Mon
2018-02-20,0,177,357,1,69,Tue
2018-02-20,1,172,218,0.5,73,Tue
2018-02-20,2,115,177,0,75,Tue
2018-02-20,3,63,172,-0.5,76,Tue
2018-02-20,4,64,115,-0.8,76,Tue
2018-02-20,5,79,63,-1.3,80,Tue
2018-02-20,6,164,64,-1.6,83,Tue
2018-02-20,7,404,79,-1.8,82,Tue
2018-02-20,8,727,164,-2.1,82,Tue
2018-02-20,9,384,404,-2.2,76,Tue
2018-02-20,10,265,727,-2.1,71,Tue
2018-02-20,11,322,384,-1.4,56,Tue
2018-02-20,12,356,265,1.1,38,Tue
2018-02-20,13,370,322,2.8,35,Tue
2018-02-20,14,335,356,4,23,Tue
2018-02-20,15,431,370,4.2,22,Tue
2018-02-20,16,393,335,5,20,Tue
2018-02-20,17,514,431,5.4,18,Tue
2018-02-20,18,764,393,5.1,17,Tue
2018-02-20,19,522,514,3.9,19,Tue
2018-02-20,20,358,764,3.2,20,Tue
2018-02-20,21,415,522,2.5,21,Tue
2018-02-20,22,319,358,1.8,19,Tue
2018-02-20,23,242,415,1.1,21,Tue
2018-02-21,0,171,319,0.5,22,Wed
2018-02-21,1,162,242,-0.5,26,Wed
2018-02-21,2,105,171,-1.4,28,Wed
2018-02-21,3,59,162,-2.2,31,Wed
2018-02-21,4,50,105,-2.9,31,Wed
2018-02-21,5,63,59,-3.4,32,Wed
2018-02-21,6,159,50,-3.8,32,Wed
2018-02-21,7,385,63,-4,35,Wed
2018-02-21,8,718,159,-4,34,Wed
2018-02-21,9,373,385,-4.1,35,Wed
2018-02-21,10,244,718,-4.3,36,Wed
2018-02-21,11,276,373,-3.8,28,Wed
2018-02-21,12,351,244,-1.8,25,Wed
2018-02-21,13,299,276,0.2,22,Wed
2018-02-21,14,365,351,2.2,17,Wed
2018-02-21,15,366,299,2.9,14,Wed
2018-02-21,16,409,365,3.3,14,Wed
2018-02-21,17,469,366,4.2,15,Wed
2018-02-21,18,784,409,3.7,14,Wed
2018-02-21,19,460,469,3.1,14,Wed
2018-02-21,20,356,784,1.8,16,Wed
2018-02-21,21,345,460,-0.1,39,Wed
2018-02-21,22,299,356,-1.1,43,Wed
2018-02-21,23,223,345,-1.6,52,Wed
2018-02-22,0,195,299,-2.2,55,Thu
2018-02-22,1,190,223,-2.7,58,Thu
2018-02-22,2,116,195,-2.7,58,Thu
2018-02-22,3,71,190,-2.2,58,Thu
2018-02-22,4,66,116,-2.9,57,Thu
2018-02-22,5,75,71,-2.8,57,Thu
2018-02-22,6,151,66,-2.4,58,Thu
2018-02-22,7,373,75,-2.4,59,Thu
2018-02-22,8,783,151,-3,62,Thu
2018-02-22,9,383,373,-3.7,64,Thu
2018-02-22,10,259,783,-3.6,63,Thu
2018-02-22,11,308,383,-1.9,51,Thu
2018-02-22,12,352,259,0.9,44,Thu
2018-02-22,13,316,308,2.7,44,Thu
2018-02-22,14,331,352,4.8,47,Thu
2018-02-22,15,356,316,4.5,51,Thu
2018-02-22,16,404,331,4.8,50,Thu
2018-02-22,17,465,356,5,49,Thu
2018-02-22,18,730,404,5,50,Thu
2018-02-22,19,499,465,4.6,52,Thu
2018-02-22,20,348,730,3.9,56,Thu
2018-02-22,21,393,499,3.5,60,Thu
2018-02-22,22,346,348,3,62,Thu
2018-02-22,23,202,393,2.9,64,Thu
2018-02-23,0,42,346,2.9,65,Fri
2018-02-23,1,55,202,2.9,63,Fri
2018-02-23,2,62,42,1.7,86,Fri
2018-02-23,3,32,55,0.6,96,Fri
2018-02-23,4,36,62,0.7,97,Fri
2018-02-23,5,39,32,0.9,97,Fri
2018-02-23,6,63,36,1.1,96,Fri
2018-02-23,7,174,39,1,91,Fri
2018-02-23,8,391,63,0.4,95,Fri
2018-02-23,9,214,174,-0.1,97,Fri
2018-02-23,10,184,391,-0.2,97,Fri
2018-02-23,11,230,214,0.5,94,Fri
2018-02-23,12,283,184,2.2,83,Fri
2018-02-23,13,304,230,3.8,72,Fri
2018-02-23,14,312,283,5.3,70,Fri
2018-02-23,15,312,304,6.7,64,Fri
2018-02-23,16,354,312,7.8,57,Fri
2018-02-23,17,470,312,8.2,62,Fri
2018-02-23,18,669,354,8.3,60,Fri
2018-02-23,19,421,470,7.9,68,Fri
2018-02-23,20,295,669,7.5,70,Fri
2018-02-23,21,321,421,6.9,73,Fri
2018-02-23,22,291,295,6.4,77,Fri
2018-02-23,23,243,321,6,79,Fri
2018-02-24,0,226,291,5.7,81,Sat
2018-02-24,1,263,243,5.5,80,Sat
2018-02-24,2,197,226,4.6,82,Sat
2018-02-24,3,133,263,4,83,Sat
2018-02-24,4,63,197,3.7,82,Sat
2018-02-24,5,58,133,3.5,82,Sat
2018-02-24,6,72,63,2.7,82,Sat
2018-02-24,7,108,58,1.8,84,Sat
2018-02-24,8,203,72,1.2,83,Sat
2018-02-24,9,253,108,0.6,86,Sat
2018-02-24,10,259,203,0,77,Sat
2018-02-24,11,298,253,0.6,64,Sat
2018-02-24,12,363,259,0.8,60,Sat
2018-02-24,13,412,298,2.2,50,Sat
2018-02-24,14,454,363,4,37,Sat
2018-02-24,15,467,412,5.3,29,Sat
2018-02-24,16,509,454,6.9,19,Sat
2018-02-24,17,462,467,6.7,24,Sat
2018-02-24,18,379,509,5.9,21,Sat
2018-02-24,19,306,462,4.9,28,Sat
2018-02-24,20,233,379,3.5,30,Sat
2018-02-24,21,232,306,2.1,27,Sat
2018-02-24,22,219,233,1.1,32,Sat
2018-02-24,23,187,232,0.7,31,Sat
2018-02-25,0,182,219,0.1,32,Sun
2018-02-25,1,189,187,-0.6,39,Sun
2018-02-25,2,124,182,-1.1,44,Sun
2018-02-25,3,103,189,-1.4,43,Sun
2018-02-25,4,52,124,-1.5,46,Sun
2018-02-25,5,37,103,-1.3,42,Sun
2018-02-25,6,54,52,-1.1,43,Sun
2018-02-25,7,77,37,-0.7,41,Sun
2018-02-25,8,158,54,-0.8,44,Sun
2018-02-25,9,173,77,-1,47,Sun
2018-02-25,10,195,158,-1.3,54,Sun
2018-02-25,11,244,173,-0.3,48,Sun
2018-02-25,12,396,195,2.1,42,Sun
2018-02-25,13,482,244,4.3,29,Sun
2018-02-25,14,572,396,5.5,25,Sun
2018-02-25,15,612,482,6.1,22,Sun
2018-02-25,16,688,572,7,23,Sun
2018-02-25,17,589,612,7.5,21,Sun
2018-02-25,18,402,688,7.6,18,Sun
2018-02-25,19,297,589,6.9,25,Sun
2018-02-25,20,232,402,5.2,30,Sun
2018-02-25,21,239,297,3.1,40,Sun
2018-02-25,22,230,232,1.3,49,Sun
2018-02-25,23,173,239,0.2,55,Sun
2018-02-26,0,135,230,0,54,Mon
2018-02-26,1,122,173,-0.3,58,Mon
2018-02-26,2,80,135,-0.9,60,Mon
2018-02-26,3,46,122,-1.2,63,Mon
2018-02-26,4,46,80,-1.7,66,Mon
2018-02-26,5,65,46,-1.9,67,Mon
2018-02-26,6,161,46,-2.3,69,Mon
2018-02-26,7,402,65,-2.5,73,Mon
2018-02-26,8,786,161,-2.7,72,Mon
2018-02-26,9,416,402,-3.1,68,Mon
2018-02-26,10,289,786,-2.9,63,Mon
2018-02-26,11,356,416,-1.1,53,Mon
2018-02-26,12,428,289,1.9,46,Mon
2018-02-26,13,444,356,4.6,37,Mon
2018-02-26,14,455,428,6.9,28,Mon
2018-02-26,15,521,444,8.1,26,Mon
2018-02-26,16,555,455,9.9,25,Mon
